-0.0045215795	0.81430966	0.2729892	-0.5747928	-0.16849686	0.3574828	0.14577879
-0.46272013	1.0526321	0.6191846	-0.8298898	-0.51828533	0.77045685	0.51258606
1.1117871	-2.309046	-1.4680673	2.009099	1.2585243	-1.6559901	-1.2085342
-2.2181742	3.4267015	2.6349106	-3.1861677	-2.3696926	2.7932813	2.3007689
-0.11986714	0.22817107	0.12094216	-0.2593795	-0.15366726	0.14600472	0.12422777
-0.3992965	0.84127986	0.5659942	-0.77530295	-0.5570347	0.72430867	0.52483267
0.40025944	-0.82146955	-0.52770823	0.6629863	0.46484926	-0.61400545	-0.43958423
0.2145762	0.03061825	-0.12179743	-0.036500495	0.16635515	-0.043677256	-0.13536179
-0.27984276	0.71402276	0.35447326	-0.60759723	-0.3022027	0.4397367	0.29689106
-2.928717	3.8893273	3.2023582	-3.6192138	-3.0644007	3.4210315	3.015663
-5.2030177	6.223964	5.5618873	-5.9895673	-5.391976	5.7142177	5.3090587
2.928166	-4.008319	-3.2940466	3.7097335	3.0700798	-3.4777796	-3.0936422
-0.07391307	0.25173736	0.17452875	-0.18116432	-0.07590136	0.20887627	0.09694957
-0.62552404	0.59900427	0.64418906	-0.588347	-0.57761276	0.6414333	0.6506977
0.3662085	-0.40497032	-0.3650049	0.44461083	0.39359003	-0.37158892	-0.40745798
0.4153163	-0.37983894	-0.34163937	0.347145	0.39090344	-0.3656772	-0.34723216
1.4838247	-2.02539	-1.6593739	1.9559197	1.570375	-1.7686208	-1.5629615
-1.2983578	1.9304566	1.4652023	-1.7130939	-1.4564941	1.5597805	1.4179525
0.122520894	-0.1291	-0.10870187	0.06697013	0.09022443	-0.054818388	-0.077463284
-0.49354538	0.8364257	0.56662315	-0.73121977	-0.50205624	0.6605626	0.5649077
0.5607556	-0.46120754	-0.53063065	0.44934854	0.5089276	-0.54011476	-0.53689206
-0.14364628	0.24069922	0.20284384	-0.25867495	-0.12250155	0.25600424	0.107289076
0.5020383	-0.3786823	-0.41053748	0.3798434	0.51822376	-0.41787153	-0.52778614
-1.020911	1.5284984	1.2280732	-1.4577802	-1.1050794	1.3776226	1.1609011
3.197511	-4.1376615	-3.553329	3.9605837	3.4577057	-3.7079132	-3.3918793
-0.85005456	1.2216004	0.9167738	-1.1073077	-0.93160963	1.0465609	0.9203886
-0.70030797	1.0690993	0.85600746	-1.0407311	-0.76880336	0.8912526	0.80983794
0.07616372	0.124583215	-0.027890105	-0.08614151	-0.01762007	0.035864346	-0.05072464
-0.41507435	0.52018535	0.43769136	-0.48919865	-0.45984307	0.42672926	0.46714845
-0.22724964	0.08965636	0.15663485	-0.09530562	-0.18018651	0.19226594	0.1917389
-0.62052596	0.7032613	0.60034066	-0.6914263	-0.6219984	0.6359246	0.56830806
0.5757706	-1.0310118	-0.80339915	0.9172526	0.6833951	-0.86368734	-0.5900849
